S.no,data_source,data_collection_date,url,other_metadata,tender_published_Date,tender_closing_date,tender_opening_date,tender_tile_and_id,tender_origanisation
153,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Imp/Dev of dhalao as paryavaran sahayak facility shelter and store near CNG Pump House, Tahir pur by pdg. 0 in ward no. 35-E/241 Dilshad garden Shah. N.Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_7]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
154,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of Dhalao for providing facility Shelter to Paryavaran Sahayak in F-block New Seemapuri in Ward 34-E/242 Shah(N) Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_6]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
155,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of Dhalao for providing facility Shelter to Paryavaran Sahayak in L-block in Sunder Nagri Ward 33-E/244 Shah(N) Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_5]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
156,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of Dhalao for providing facility Shelter to Paryavaran Sahayak in E-3 blcok Kanchpura nand Nagri Ward 32-E/243 Shah(N) Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_4]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
157,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,02-Mar-2023 03:00 PM,03-Mar-2023 03:00 PM,"[Manufacturing Supplying Transportation Fitting and Fixing of H_Beam Sleepers and track linking including all fittings on open web girder_major bridges_RDSO OWG  in connection with Katni Grade Separator Project ]
																				[IRCON/2074/KGS/H-Beam/318][2023_IRCON_144559_1]",IRCON International Limited||MP - IRCON||Katni Grade Separator - IRCON
158,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/33-5]
																				[EE-M-III/SZ/TC/2022-23/33][2023_SDMC_144552_5]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
159,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,06-Mar-2023 03:00 PM,07-Mar-2023 04:00 PM,"[Transaction Advisor for upcoming projects]
																				[IRE/HO/PT/05/2023][2023_IREL_144553_1]",IREL (INDIA) Limited||Corporate Office Mumbai - IREL
160,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/33-3]
																				[EE-M-III/SZ/TC/2022-23/33][2023_SDMC_144552_3]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
161,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,20-Feb-2023 03:00 PM,21-Feb-2023 03:00 PM,"[Recirculating Chiller]
																				[CY/PRAD/06/IOE23/RECIRCHILLER][2023_IITM_144555_1]",Indian Institute of Technology Madras||Project Purchase - IITM
162,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/33-2]
																				[EE-M-III/SZ/TC/2022-23/33][2023_SDMC_144552_2]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
163,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-12]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_12]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
164,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,23-Feb-2023 11:00 AM,24-Feb-2023 11:30 AM,"[Overhauling of Raw Coal Feeders of CPP Boilers]
																				[22-23/C-206/LTE-128][2023_BPSCL_144550_1]",Bokaro Power Supply Company (P) Limited||Material Management Department - BPSCL
165,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/33-4]
																				[EE-M-III/SZ/TC/2022-23/33][2023_SDMC_144552_4]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
166,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,13-Feb-2023 11:00 AM,14-Feb-2023 11:30 AM,"[Engagement of user fee agency through EQ Shrishikalan FP at Km193.600 for Rehabilitation and upgradation from km 178.00 to km 215.00(Kabarai Banda Section)of NH76 to 2 lane with paved shoulder on EPC mode in Uttar Pradesh]
																				[NHAI/13013/547/ CO/22-23/EQ/ Shrishikalan FP][2023_NHAI_144557_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
167,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,01-Mar-2023 03:00 PM,02-Mar-2023 03:00 PM,"[Hiring of Vehicle on monthly basis for NHAI PIU Ahmednagar Maharashtra]
																				[Hiring of Vehicle on monthly basis][2023_NHAI_144498_1]",National Highways Authority of India||RO-Mumbai - NHAI
168,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of PTB39s, CTC39s and Urinal39s in ward no. 216 and 217 AC 62 Sh.N.Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
169,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[Installation of Hinged Flood Gates, Hinged Phytotrap and Hinged Baffle Walls for in- situ drain treatment in NEERI premises]
																				[50(48)/2022-23/W][2023_CSIR_144480_1]",Council of Scientific and Industrial Research||NEERI-Nagpur - CSIR||ESD-NEERI - CSIR
170,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of pot holes/patches at sani bazar road and surrounding area in Sunder nagri in ward 33-E Shah-N-Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_9]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
171,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of PTBs, CTCs and Urinals in ward no. 218, 219 and 220 AC 63 Sh.N.Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_3]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
172,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 09:00 AM,14-Feb-2023 02:30 PM,15-Feb-2023 02:30 PM,"[Repair of PTB39s, CTC 39s and Urinal 9s in ward no. 237, 238, 239 and 240 AC -68 Sh.N.Zone]
																				[EE M-I/Acctt./TC/2022-23/11][2023_MCD_144483_2]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
173,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,27-Feb-2023 03:00 PM,28-Feb-2023 03:00 PM,"[Induction Melting Furnace System]
																				[IMMT-PA-47-2022][2022_CSIR_138851_2]",Council of Scientific and Industrial Research||IMMT-Bhubaneswar - CSIR||Purchase-IMMT - CSIR
174,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,28-Feb-2023 03:30 PM,01-Mar-2023 03:30 PM,"[Supply of Interrogator Module for Fiber Bragg granting(FBG) sensors]
																				[P/NC/197/TKD/SM/OTE/22-23][2023_CSIR_144500_1]",Council of Scientific and Industrial Research||NML-Jamshedpur - CSIR||Purchase-NML - CSIR
175,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,01-Mar-2023 03:00 PM,02-Mar-2023 03:00 PM,"[Pilot Scale Paste Thickener]
																				[IMMT/PA/60/2022][2023_CSIR_144349_1]",Council of Scientific and Industrial Research||IMMT-Bhubaneswar - CSIR||Purchase-IMMT - CSIR
176,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,20-Feb-2023 03:00 PM,21-Feb-2023 03:00 PM,"[GLOVE BOX]
																				[CY/PRAD/05/IOE23/GLOVEBOX][2023_IITM_144554_1]",Indian Institute of Technology Madras||Project Purchase - IITM
177,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,14-Feb-2023 02:00 PM,15-Feb-2023 02:00 PM,"[Request for Quote for Identification of Strategic Partner from Empanelled Firms for]
																				[HLL/HCS/RFQ/ML/2022-23/02][2023_HLL_144545_1]",HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||HCS - Sourcing - HLL
178,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,28-Feb-2023 03:00 PM,01-Mar-2023 03:00 PM,"[concession (short term) to operate parking management and collection of parking fees, at Land no. PT 162, Goa International Airport, Dabolim.]
																				[AAI/GOA/COMML/VP/PT162/2023][2023_AAI_144335_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
179,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:55 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:30 PM,"[Improvement of Walkway by applying antioxidant paint on tiles on Lotus temple road kalkaji Ward no.175 CNZ]
																				[24/EE (M)-II/CNZ/TC/2022-23/01][2023_MCD_144541_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
180,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,10-Feb-2023 03:45 PM,10-Feb-2023 04:00 PM,"[EE(Elect.)/CNZ/2022-23/98-05]
																				[EE(Elect.)/CNZ/2022-23/98-05][2023_SDMC_144516_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
181,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,20-Feb-2023 03:00 PM,21-Feb-2023 03:00 PM,"[Organic Synthesizer and Freeze Dryer]
																				[CY/PRAD/04/IOE23/FREEZEDRYER][2023_IITM_144548_1]",Indian Institute of Technology Madras||Project Purchase - IITM
182,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,10-Feb-2023 03:45 PM,10-Feb-2023 04:00 PM,"[EE(Elect.)/CNZ/2022-23/98-06]
																				[EE(Elect.)/CNZ/2022-23/98-06][2023_SDMC_144517_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
183,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,10-Feb-2023 03:45 PM,10-Feb-2023 04:00 PM,"[EE(Elect.)/CNZ/2022-23/98-03]
																				[EE(Elect.)/CNZ/2022-23/98-03][2023_SDMC_144467_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
184,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,10-Feb-2023 03:45 PM,10-Feb-2023 04:00 PM,"[EE(Elect.)/CNZ/2022-23/98-04]
																				[EE(Elect.)/CNZ/2022-23/98-04][2023_SDMC_144468_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
185,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,10-Feb-2023 03:45 PM,10-Feb-2023 04:00 PM,"[EE(Elect.)/CNZ/2022-23/98-01]
																				[EE(Elect.)/CNZ/2022-23/98-01][2023_SDMC_144465_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
186,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:50 PM,10-Feb-2023 03:45 PM,10-Feb-2023 04:00 PM,"[EE(Elect.)/CNZ/2022-23/98-02]
																				[EE(Elect.)/CNZ/2022-23/98-02][2023_SDMC_144466_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
187,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:45 PM,20-Feb-2023 03:00 PM,21-Feb-2023 03:00 PM,"[Mass photometer]
																				[CY/PRAD/03/IOE23/MASSPHOTOMET][2023_IITM_144546_1]",Indian Institute of Technology Madras||Project Purchase - IITM
188,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:30 PM,14-Feb-2023 10:45 AM,14-Feb-2023 11:00 AM,"[EE(Elect.)/CNZ/2022-23/99-02]
																				[ EE(Elect.)/CNZ/2022-23/99-02][2023_SDMC_144544_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
189,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:30 PM,13-Feb-2023 04:00 PM,14-Feb-2023 04:30 PM,"[Construction of National Centre for R and D in Bulk Drugs NCRDBD at NIPER Hyderabad Campus, Balanagar,Hyderabad, Telangana ]
																				[NPCC/SEZ/CA/NIPER/NCRDBD/251][2023_NPCC_144526_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC
190,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:30 PM,14-Feb-2023 10:45 AM,14-Feb-2023 11:00 AM,"[EE(Elect.)/CNZ/2022-23/99-01]
																				[EE(Elect.)/CNZ/2022-23/99-01][2023_SDMC_144542_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
191,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:30 PM,20-Feb-2023 03:30 PM,21-Feb-2023 04:00 PM,"[P/C/159/LKM/SO(SK)/SQ/22-23/RT]
																				[P/C/159/LKM/SO(SK)/SQ/22-23/RT][2023_CSIR_143983_1]",Council of Scientific and Industrial Research||NML-Jamshedpur - CSIR||Purchase-NML - CSIR
192,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,17-Feb-2023 03:00 PM,17-Feb-2023 03:15 PM,"[Improvement and Development of various roads and drains in ward no. AC-64 (Rohtash Nagar) Shahdara North Zone.]
																				[EE/M-III/Shah(N)/2022-23/18-01][2023_MCD_144488_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
193,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,24-Feb-2023 06:00 PM,25-Feb-2023 06:30 PM,"[PERMANENT CATHODIC PROTECTION WORKS FOR UG STEEL PIPELINE NETWORK]
																				[IOAGPL/PCP/OPEN/2022-23/47][2023_AGPL_144474_1]",Indian Oil-Adani Gas Private Limited
194,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[ EE M-WZ IV/WZ/TC/22-23/12/02 ]
																				[ EE M-WZ IV/WZ/TC/22-23/12/02 ][2023_SDMC_144495_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
195,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[EE M-WZ IV/WZ/TC/22-23/12/01]
																				[EE M-WZ IV/WZ/TC/22-23/12/01][2023_SDMC_144492_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
196,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[E.E. (M-III)/WZ/2022-23/TC/26/1]
																				[E.E. (M-III)/WZ/2022-23/TC/26/1][2023_SDMC_144472_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
197,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,28-Feb-2023 06:00 PM,02-Mar-2023 11:30 AM,"[Special repair of boundary wall near old power house to airport  main gate and decoration of this wall alongwith surface of profile sheet view cutter along car parking by providing local/traditional theme based painting work at LBSI Airport, Varanasi]
																				[AAI/VNS/ENGG/Repair work/eNIT-98][2023_AAI_144306_1]",Airports Authority of India||Northern Region - AAI||VARANASI - AAI||ENGG CIVIL-VARANASI - AAI
198,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[EE M-WZ IV/WZ/TC/22-23/12/04 ]
																				[ EE M-WZ IV/WZ/TC/22-23/12/04 ][2023_SDMC_144501_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
199,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[ EE M-WZ IV/WZ/TC/22-23/12/03]
																				[ EE M-WZ IV/WZ/TC/22-23/12/03  ][2023_SDMC_144497_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
200,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,18-Feb-2023 03:30 PM,20-Feb-2023 03:30 PM,"[Optical Spectrum Analyzer (OSA)]
																				[P/NC/92/PB/DR(SKM)/GSQ/22-23][2023_CSIR_144477_1]",Council of Scientific and Industrial Research||CGCRI-Kolkatta - CSIR||Purchase-CGCRI - CSIR
201,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-01]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
202,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,02-Mar-2023 06:00 PM,03-Mar-2023 06:00 PM,"[ External Road Signages at Trichy Airport]
																				[AAI/TRY/PROJECT/SIGNAGE/2023][2023_AAI_144510_1]",Airports Authority of India||Southern Region - AAI||TRICHY - AAI||ENGG CIVIL-VOTR - AAI
203,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,27-Feb-2023 12:00 PM,28-Feb-2023 12:30 PM,"[T-02306-215/ OFC FAULT RESTORATION WORK/BNP PH-II ]
																				[T-02306-215/ OFC FAULT RESTORATION WORK/BNP PH-II ][2023_BSNL_144525_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal"
204,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,14-Feb-2023 03:00 PM,16-Feb-2023 02:30 PM,"[Comprehensive maintenance of  PAC ,Window,Split AC units, AFD system and operation, monitoring and general maintenance of different Electro Mmechanical services at  CONTAI Main T.E Bldg. Dist. East Medinipur. ( 5th Call)]
																				[15/BSNL/ED-KGP/2022-23,Dated 20.07.2022(5thCall)][2023_BSNL_144528_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||CE (Electrical)
205,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-11]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_11]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
206,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-10]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_10]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
207,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[EE-Project South-I/SZ/TC/2022-23/14]
																				[EE-Project South-I/SZ/TC/2022-23/14][2023_MCD_144523_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
208,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,15-Feb-2023 03:00 PM,15-Feb-2023 03:05 PM,"[EE M-WZ IV/WZ/TC/22-23/12/09]
																				[EE M-WZ IV/WZ/TC/22-23/12/09][2023_SDMC_144522_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
209,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,23-Feb-2023 03:00 PM,24-Feb-2023 03:00 PM,"[Procurement of Spares for BG Rail Tracks at Bokajan Unit]
																				[BKJ/MM/Civil-3823/22-23][2023_CCI_144518_1]",Cement Corporation of India Limted||Bokajan Cement Factory - CCI
210,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Feb-2023 06:00 PM,13-Feb-2023 03:00 PM,13-Feb-2023 03:05 PM,"[No. EE-MS-IV/SZ/TC/2022-23/24-09]
																				[No. EE-MS-IV/SZ/TC/2022-23/24][2023_MCD_144502_9]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
